City,Population,Public Transportation Rate,Median Age,Lat,Lng
Lenexa,101632.0,0.5003541987008533,36.75,38.9536174,-94.7335709
Texarkana,72268.0,0.5014040259084256,37.05,33.425125,-94.0476882
Valrico,63805.0,0.5036189036690273,39.75,27.9462615,-82.2420317
Coeur d'Alene,57152.0,0.5060576786722469,39.15,47.67346320000001,-116.78122250000001
Twin Falls,53582.0,0.5075290466003943,33.5,42.5558381,-114.4700518
Westerville,88241.0,0.5138505687813549,38.35,40.1266689,-82.93188070000001
Roanoke,126550.0,0.5156905825367407,40.55,35.8897427,-75.66153840000003
Dalton,81340.0,0.5252899069126655,34.349999999999994,34.7698021,-84.9702228
Rome,117074.0,0.528652822857134,39.56666666666667,41.902783500000005,12.4963655
Salinas,150854.0,0.529679157384288,30.83333333333333,36.6777372,-121.6555013
Uniontown,58720.0,0.5308920658807792,43.55,39.900076,-79.71643259999998
Mount Pleasant,155242.0,0.5351396907099771,33.125,32.8323225,-79.82842579999998
Helena,54833.0,0.5405658662683186,41.5,38.979416,-94.856688
Far West Side,54898.0,0.5433056976539072,30.4,29.4940355,-98.7047671
Hadley,57296.0,0.544329573934837,28.3,42.3417565,-72.58842220000002
Eagle Pass,54447.0,0.5485033693778405,29.4,28.7091433,-100.4995214
Traverse City,71543.0,0.5491384239804646,43.45,44.76305670000001,-85.62063169999998
Centerville,52929.0,0.5502731861230374,47.6,39.62839279999999,-84.15938179999998
Snellville,76797.0,0.5535167317542471,36.90000000000001,33.857328,-84.0199108
Lodi,73484.0,0.5613807017935454,37.05,38.1341477,-121.27221940000001
Lakeland,170570.0,0.5618726734748531,40.78,42.3067418,-82.86516309999998
Delano,56028.0,0.5624629958555358,29.1,36.090034,-115.1775803
Cape Coral,99262.0,0.5639132912396744,47.23333333333333,26.5628537,-81.94953309999998
Hattiesburg,85450.0,0.5648084905164714,31.25,31.327118900000002,-89.29033919999998
Wichita,157918.0,0.5655015529886211,33.2,37.68717609999999,-97.330053
Pflugerville,77046.0,0.5725678646285978,33.7,30.4548451,-97.62226650000001
Baytown,53091.0,0.5730932709298439,31.5,29.735504700000003,-94.9774274
Boise,180848.0,0.5741044694902081,34.56,43.6150186,-116.2023137
Gastonia,103941.0,0.5741584552091877,37.5,35.262082,-81.18730049999998
Grand Prairie,173976.0,0.5742442685703769,31.2,32.7459645,-96.9977846
Tulare,71430.0,0.5751040484298146,29.8,36.20772879999999,-119.3473379
Lilburn,62321.0,0.5755446488471452,38.0,33.8901036,-84.14297189999998
Leander,51247.0,0.5843624605555339,33.7,30.578805499999998,-97.8530686
McAllen,113615.0,0.5887536386027961,32.6,26.203407100000003,-98.2300124
CARNES CROSSROADS,67946.0,0.5888351590512846,35.9,33.0635038,-80.0931434
Riverview,69740.0,0.591803795385825,33.40000000000001,42.1742073,-83.17936970000001
Altoona,63235.0,0.5949014088507345,40.25,40.5186809,-78.3947359
Woodville,75390.0,0.5965668539758294,29.6,30.775345399999996,-94.4148791
Gilbert,226060.0,0.5976841515527168,32.85,33.3528264,-111.789027
McMinnville,69746.0,0.5989193814810507,37.95,45.21011619999999,-123.1987163
Webster,50946.0,0.6014059896785728,43.2,37.68589779999999,-95.83538370000001
Johnson City,71137.0,0.6026688338872588,38.3,36.3134397,-82.35347270000001
The Villages,82122.0,0.6058405879328574,68.4,28.927019,-82.0037608
Flower Mound,81246.0,0.608373137165862,39.25,33.0145673,-97.0969552
Tyler,99542.0,0.6115824715369942,33.63333333333333,32.351260100000005,-95.3010624
Winchester,83602.0,0.6137587345988672,35.7,35.78621160000001,-95.9922153
Clermont,54626.0,0.6139415902792582,41.0,28.5494447,-81.77285429999998
Lake Forest,59657.0,0.6163328197226502,38.9,33.6469437,-117.6861023
Mason,52052.0,0.6287267269703485,37.0,39.3600586,-84.309939
VLG WELLINGTN,81599.0,0.6290072397246553,40.15,26.662756599999998,-80.20396740000001
Hanford,66316.0,0.6307692307692307,31.8,46.583889,-119.38666699999999
Anderson,68608.0,0.6310434414083251,39.6,36.1956286,-95.9641313
Sun City,145367.0,0.6321496236761328,57.875,33.5975393,-112.2718239
Hudson,88877.0,0.6370044622063232,46.66666666666666,42.2528649,-73.790959
Newnan,87153.0,0.6396143621234973,36.95,33.3806716,-84.79965729999998
Mooresville,70436.0,0.6423710350703136,38.90000000000001,35.5859146,-80.80814129999999
Glen Allen,69294.0,0.6429646314479579,38.4,37.665978,-77.5063739
Lockport,50605.0,0.6447507953340403,41.5,43.170612799999994,-78.6903098
Cumming,115979.0,0.6460867505000363,37.7,34.2073196,-84.14019259999998
DeLand,63341.0,0.6462080662805659,43.7,29.028318,-81.3031179
Cuyahoga Falls,67988.0,0.646490614174662,39.05,41.133944899999996,-81.48455849999998
Beaumont,75045.0,0.6541817826699574,38.5,30.080174,-94.12655620000001
Brighton,62320.0,0.6544580791517874,38.75,36.0631725,-95.8816853
Bend,103048.0,0.6585996845727123,40.6,44.058172799999994,-121.31530959999999
Bristol,98502.0,0.6589093653500749,42.65,51.454513,-2.58791
Independence,62001.0,0.6594357588146704,38.3,37.224235799999995,-95.7083131
Naples,87553.0,0.6663455362877329,40.2,26.142035800000002,-81.7948103
Saginaw,176880.0,0.6696936825445662,35.84,43.419469899999996,-83.9508068
Palm Harbor,58997.0,0.6702194162188537,50.6,28.0780718,-82.7637127
Victoria,68537.0,0.6746791334182127,35.45,28.805267399999998,-97.00359820000001
Youngstown,61467.0,0.6863686931376902,42.95,41.0997803,-80.6495194
Arecibo,66251.0,0.6873897439016972,39.3,18.346401899999996,-66.7528196
Bay City,67396.0,0.6899732843831619,40.65,43.5944677,-83.8888647
Knoxville,156693.0,0.6906130112890884,36.88,35.96063839999999,-83.9207392
Painesville,56347.0,0.6953482318819023,39.2,41.7244885,-81.245657
Brunswick,72733.0,0.6957149076714628,37.1,39.4233576,-93.1304782
Grove City,59860.0,0.6960088766349484,38.2,41.15783769999999,-80.08867029999998
Jackson,337353.0,0.6960446302589722,35.2,37.0370221,-95.6164276
Corinth,71855.0,0.6975074366601702,35.9,37.9386365,22.9322383
Harvey,73884.0,0.7009316437815314,34.55,41.610034399999996,-87.6467131
Greenville,303079.0,0.7042188788878653,34.525,34.85261759999999,-82.3940104
Yuma,72980.0,0.7047142956328543,31.0,32.6926512,-114.62769159999999
Omaha,166037.0,0.7051545497896393,33.31666666666667,41.2565369,-95.93450340000001
Elizabethtown,79021.0,0.7060746847865421,38.85,37.7030646,-85.8649408
Portage,68019.0,0.7078123261885728,37.2,36.8681521,-94.86993740000001
Great Falls,57891.0,0.7214941216918145,37.8,38.9987208,-77.2538699
Lebanon,140662.0,0.7241454675265435,38.95,33.854721000000005,35.862285
Bessemer,52009.0,0.7304935360673382,39.3,33.4017766,-86.954437
Westland,83195.0,0.7316746127970882,38.5,42.32420399999999,-83.400211
Cedar Park,70764.0,0.7342229473806887,34.9,30.505197999999996,-97.82028879999999
Odessa,109579.0,0.735470587784843,30.53333333333333,46.482526,30.723309499999996
Cayey,51116.0,0.7436452136289886,38.6,18.1119051,-66.166
NEW PRT RCHY,69669.0,0.7490215791066454,46.6,28.244176799999998,-82.7192671
Murfreesboro,145526.0,0.7506850248527538,32.53333333333334,35.8456213,-86.39027
Augusta,177176.0,0.7548154859540231,35.425,33.4734978,-82.0105148
Newton,52901.0,0.7553399477066154,43.1,38.0466779,-97.3450365
Mountain Brook,65806.0,0.7599532169218054,31.6,33.500938399999995,-86.75221069999998
Hollister,50625.0,0.7618265590073445,34.0,37.6839067,-97.2473906
North Ridgeville,94412.0,0.7667334496174137,39.75,41.3894905,-82.01903209999998
Dearborn,78515.0,0.7716948372576816,34.25,42.3222599,-83.17631449999998
Toledo,133056.0,0.7758146102975055,36.6,41.6528052,-83.53786740000001
HUNTINGTN BCH,88481.0,0.7807829526515023,44.25,33.6594835,-117.99880259999999
Mobile,111728.0,0.7834165232531461,35.03333333333333,36.723521000000005,-95.93437
Bradenton,166811.0,0.7835933701343059,43.64,27.4989278,-82.5748194
Fort Wayne,142779.0,0.7879885118457145,35.8,41.079273,-85.13935129999999
West Chester Township,50095.0,0.7883637510347274,38.3,39.332126200000005,-84.41726659999998
Mesquite,144505.0,0.7897901745243966,31.7,32.76679550000001,-96.5991593
Palos Verdes Peninsula,67902.0,0.7967662119184156,49.2,33.768384399999995,-118.3492165
Abilene,57336.0,0.8020122056596677,31.45,32.4487364,-99.73314390000002
Greece,93041.0,0.8042506193957749,43.76666666666666,39.074208,21.824312
Rockford,122071.0,0.8063776071156843,39.35,42.2711311,-89.09399520000001
Avondale,76557.0,0.8109117423026697,30.0,33.4355977,-112.3496021
Oro Valley,56086.0,0.8134705353268248,43.90000000000001,32.3909071,-110.96648799999998
Goldsboro,72146.0,0.8140410976105923,37.0,35.3848841,-77.9927651
Mount Airy,67622.0,0.8150579546132706,42.40000000000001,36.499300700000006,-80.6072858
Thousand Oaks,79772.0,0.8221530140950633,42.4,34.1705609,-118.83759369999999
Erie,53331.0,0.8221815916699007,41.6,42.12922409999999,-80.085059
Tomball,75287.0,0.8334806919874815,32.45,30.097162100000006,-95.61605490000001
Elkhart,74232.0,0.8358687264992494,36.05,41.6812083,-85.96562490000001
Aguadilla Pueblo,53162.0,0.837138508371385,39.2,18.4274454,-67.1540698
Ponce,109896.0,0.8411245382529402,37.8,18.0110768,-66.6140616
