City,Population,Public Transportation Rate,Median Age,Lat,Lng
Bessemer,52009.0,0.7304935360673382,39.3,33.4017766,-86.954437
Bethel Park,29744.0,11.26930018046922,44.9,40.3275697,-80.0394977
Bethesda,28154.0,20.698561062599925,39.8,33.9214924,-84.0840795
Bethlehem,65192.0,3.853296740060564,34.1,31.7053821,35.2024425
Beverly,40370.0,5.984237104157818,40.4,42.5584283,-70.880049
Bexley,27934.0,2.4495366712161477,37.3,39.9689532,-82.93768039999999
Big Spring,34470.0,0.17468635858345244,37.0,32.2503979,-101.4787355
Billerica,31157.0,2.87044220325834,40.7,42.5584218,-71.2689461
Billings,118850.0,1.0487163506808754,37.2,45.7832856,-108.5006904
Biloxi,34311.0,0.8876094518411899,36.9,30.3960318,-88.88530779999999
Biltmore Lake,25851.0,0.3395889186773905,41.0,35.5350611,-82.6542722
Binghamton,27543.0,9.290953545232274,36.1,42.09868669999999,-75.91797380000001
Birmingham,143348.0,1.1941602930949753,38.375,33.5185892,-86.8103567
Biscayne Park,54772.0,13.146067415730338,34.6,25.8825951,-80.18060249999999
Bismarck,82709.0,0.1609831788900704,36.2,46.8083268,-100.7837392
Blackfoot,27332.0,3.5748539541372395,32.4,43.19047090000001,-112.3449773
Blacksburg,54145.0,7.823674743184084,22.6,37.2295733,-80.4139393
Blackwood,40616.0,3.1540899187958016,38.1,40.77350089999999,-74.3565479
Blaine,54315.0,3.4732093656555967,35.95,45.1607987,-93.23494889999999
Bloomfield,47624.0,16.42128639578878,37.9,40.8067546,-74.1854209
Bloomington,203906.0,3.3553312874688728,30.766666666666666,39.165325,-86.52638569999999
Bloomsburg,31035.0,0.9055346276441611,32.5,41.003698,-76.4549457
Blue Island,25679.0,10.164410058027078,33.5,41.6572562,-87.68004859999999
Blue Springs,25481.0,0.3607614369051274,34.4,39.0169509,-94.2816148
Bluffdale,40135.0,1.666220198231985,30.5,40.4896711,-111.9388244
Bluffton,35719.0,0.3196321426568721,35.7,32.2371465,-80.8603868
Boca Raton,83033.0,1.6545112981598111,44.85,26.3683064,-80.1289321
Boise,180848.0,0.5741044694902081,34.56,43.6150186,-116.2023137
Bolingbrook,53762.0,2.7085927770859284,33.3,41.69864159999999,-88.0683955
Bonita Springs,39473.0,3.3430726370863626,48.9,26.339806,-81.7786972
Bonney Lake,45890.0,2.31841329402305,34.5,47.1770457,-122.1865055
Boone,34151.0,2.420968387354942,23.0,36.216795,-81.6745517
Bossier City,72989.0,0.3145187952189287,34.3,32.5159852,-93.7321228
Boston,442696.0,34.48552701593437,33.357142857142854,42.3600825,-71.0588801
Bothell,59380.0,6.7115867095776185,38.65000000000001,47.76011099999999,-122.2054452
Boulder,54474.0,6.109939462058017,31.55,40.0149856,-105.2705456
Bountiful,45689.0,2.958431529860101,33.8,40.8893895,-111.880771
Bourbonnais,29196.0,1.1712256309505815,33.5,41.1760108,-87.87952299999999
Bowie,54753.0,10.129696015616886,40.95,39.0067768,-76.77913649999999
Bowling Green,63511.0,0.40740651903985736,31.8,36.9685219,-86.4808043
Boynton Beach,79710.0,1.4637675330408226,58.0,26.5317866,-80.0905465
Bozeman,60703.0,0.8712868056623738,31.2,45.6769979,-111.0429339
Bradenton,166811.0,0.7835933701343059,43.64,27.4989278,-82.5748194
Braintree,36543.0,13.457771005659554,40.7,41.888461,-87.63547179999999
Brandon,154213.0,0.14715640287966147,37.02500000000001,27.937801,-82.2859247
Branford,27871.0,3.833067148114714,48.1,41.2799027,-72.81411849999999
Brawley,26818.0,0.8500167766469076,32.2,32.9786566,-115.530267
Brea,37580.0,1.7849415837299871,38.3,33.916475,-117.9002918
Bremerton,58011.0,4.729595300888007,37.15,47.5650067,-122.6269768
Brenham,29033.0,0.3789751194595485,40.0,30.1668828,-96.39774419999999
Brentwood,285867.0,3.416908364391246,36.63333333333333,34.0521011,-118.4732464
Briarwood,54523.0,62.71525215252152,35.7,36.312483,-94.1141226
Brick Township,43100.0,2.0048115477145148,44.0,40.0578384,-74.1371832
Bridgeboro,33874.0,1.3257407242637245,30.5,31.4015686,-83.9749021
Bridgeport,79122.0,10.994604237008616,32.1,41.1792258,-73.1894384
Bridgeton,46620.0,1.0573210573210574,34.7,39.427337,-75.2340768
Bridgewater,26931.0,4.143980641258318,35.7,41.9903519,-70.9750541
Bridgewater Township,38242.0,3.4160831741990236,41.5,40.5939636,-74.6049061
Brighton,62320.0,0.6544580791517874,38.75,36.0631725,-95.8816853
Bristol,98502.0,0.6589093653500749,42.65,36.5951059,-82.18874439999999
Bristow,31367.0,5.95437876810243,32.1,35.8306334,-96.39111799999999
Brockton,94267.0,6.261618391475282,35.85,42.0834335,-71.0183787
Broken Arrow,121674.0,0.248029760341746,37.16666666666666,36.060949,-95.7974526
Brookline,28796.0,28.77062811820392,33.6,42.33176419999999,-71.1211635
Brooklyn,2480847.0,61.840459719115636,34.69428571428571,40.6781784,-73.9441579
Brooklyn Center,89531.0,5.398139388534704,33.766666666666666,45.076076,-93.3327283
Brooklyn Park,33091.0,14.408886127077832,34.3,45.0941315,-93.3563405
Brooks,39617.0,2.9979674796747973,32.7,37.3847835,-95.60275759999999
Brown Deer,28984.0,3.5967170904409396,40.2,43.1633426,-87.9645321
Brownsburg,34063.0,0.0,37.9,39.8433769,-86.39777350000001
Brownsville,198986.0,0.8949308571722215,29.266666666666666,25.9017472,-97.4974838
Brunswick,72733.0,0.6957149076714628,37.1,39.4233576,-93.1304782
Bryan,29528.0,1.0152732409287544,29.9,30.6743643,-96.3699632
Buckeye,53868.0,0.14515292897874546,30.9,37.04754399999999,-95.63841099999999
Buechel,30193.0,2.6596491228070174,34.7,38.1950212,-85.65260359999999
Buena Park,81470.0,3.622110248894044,36.05,33.8674044,-117.9981387
Buffalo,28593.0,2.5246520735715783,40.6,42.88644679999999,-78.8783689
Buffalo Grove,41584.0,5.526036131774708,42.8,42.1662831,-87.9631308
Buford,42073.0,0.7910529187124932,35.9,34.1206564,-84.0043513
Bull Valley,32253.0,2.059554932092074,39.4,42.3205772,-88.3550887
Bullhead City,33108.0,0.4622496147919877,49.4,35.1359386,-114.5285981
Burbank,85764.0,4.180957073498898,38.1,34.1808392,-118.3089661
Burleson,62853.0,0.8736647764736911,36.8,32.5420821,-97.3208492
Burlington,181072.0,2.6156372161708785,39.03333333333333,36.1351829,-95.92000379999999
Burnsville,44656.0,4.386620185922975,36.0,44.7677424,-93.27772259999999
Butler,39554.0,1.1368727598566308,44.6,37.8649441,-96.83509989999999
Butte,33406.0,0.19528707199583387,40.3,46.0038232,-112.5347775
Butte La Rose,26369.0,0.6115394841797395,35.9,30.277727,-91.6867968
CANAL WNCHSTR,35252.0,0.20418878711860453,34.2,39.8466556,-82.8123646
CARLISLE BRKS,35010.0,0.9271836059764956,38.8,40.2097679,-77.1769266
CARNES CROSSROADS,67946.0,0.5888351590512846,35.9,33.0635038,-80.0931434
CARPENTERSVLE,39204.0,1.6095591444783937,30.6,42.1211364,-88.2578582
CHRISTIANSBRG,30109.0,0.4826254826254826,37.6,37.1298517,-80.4089389
CONCORD FARR,34137.0,0.32592592592592595,39.8,37.9596481,-121.951135
CORNWALL Borough,36945.0,0.6319939699657912,43.0,40.2737035,-76.4060727
CORP CHRISTI,200754.0,1.4874336634974412,34.95,27.8005828,-97.39638099999999
CRYSTAL CITY,50222.0,7.317859445519019,30.3,38.855419,-77.0521289
Cabo Rojo,44117.0,0.4924311508298377,40.2,18.0875347,-67.14699639999999
Cabot,36621.0,0.0,34.8,44.4013947,-72.3123023
Caguas,145188.0,1.5784515394975303,38.2,18.2387995,-66.035249
Cajah's Mountain,46474.0,0.08433125316242199,42.9,35.8479569,-81.5349581
Calabasas,26439.0,0.6869633099141296,43.6,34.1367208,-118.6614809
Caldwell,40460.0,0.6828904891979141,30.1,43.66293839999999,-116.6873596
Calexico,39675.0,2.0403245240581573,32.6,40.7725957,-73.9558435
Calhoun,39738.0,0.005939653124257543,36.6,40.1865959,-75.53726189999999
Callaway,37514.0,0.17452006980802792,39.5,35.208095,-97.4375017
Callisburg,26968.0,0.14216424151195853,38.7,33.6978844,-97.0088971
Calumet City,37463.0,10.29541595925297,35.3,41.6155909,-87.5294871
Calverton,26658.0,9.026028547439127,37.1,40.90648729999999,-72.74343309999999
Camarillo,43234.0,1.3090298360007904,40.9,34.2163937,-119.0376023
Camas,28944.0,1.4663442789174008,39.4,45.58671280000001,-122.402442
Cambridge,72720.0,24.80680785574771,29.0,52.2042666,0.1149085
Camden,29300.0,11.027444763697613,30.0,39.9259463,-75.1196199
Camp Hill,35165.0,1.007727975270479,41.6,40.23981180000001,-76.9199742
Campbell,45495.0,3.21753986332574,37.8,37.2871651,-121.9499568
Camuy,34438.0,0.0,38.4,18.483833,-66.8448994
Canandaigua,26862.0,2.0190866787601545,45.7,42.887535,-77.2816984
Cannon Air Force Base,46923.0,0.3292181069958848,30.7,34.3897838,-103.3183038
Canoga Park,106941.0,6.4041010233632525,37.53333333333333,34.208254,-118.6058609
Canonsburg,36860.0,1.9694264673064048,43.8,40.2625702,-80.18727969999999
Canton,245708.0,0.2900770872450688,37.55,32.5565244,-95.86329959999999
Cantonment,27212.0,0.0,41.8,30.6053644,-87.34464919999999
Canyon Lake,62287.0,0.1126641551948738,34.4,29.8752177,-98.2625127
Canóvanas,54198.0,2.588895820336868,35.9,18.3748748,-65.8997533
Cape Coral,99262.0,0.5639132912396744,47.23333333333333,26.5628537,-81.9495331
Cape Girardeau,36782.0,0.468358566604945,34.2,37.3058839,-89.51814759999999
Carbondale,27557.0,1.7804967129291454,24.0,37.7272727,-89.2167501
Carlsbad,61258.0,1.9320832347387689,40.05,33.1580933,-117.3505939
Carmel,79461.0,0.33946750209773235,39.85,36.5552386,-121.9232879
Carmichael,60729.0,2.907241222447376,43.4,38.617127,-121.3282843
Carol City,81023.0,5.374138444421082,36.3,25.9395677,-80.2784745
Carol Stream,42614.0,3.066254490767817,37.9,41.91252859999999,-88.13479269999999
Carolina,136053.0,3.7255031484699153,38.33333333333333,35.7595731,-79.01929969999999
Carrollton,135403.0,0.886362065605006,34.666666666666664,32.9756415,-96.8899636
Carson City,26264.0,0.009079353550027236,41.9,39.1637984,-119.7674034
Cary,119102.0,1.0080601540836402,36.8,35.79154,-78.7811169
Casper,27857.0,1.1036468330134357,36.2,39.04117859999999,-94.5911521
Casselberry,35490.0,1.2733446519524618,39.1,28.677775,-81.3278455
Castaic,28949.0,2.138203175185831,32.7,34.4890363,-118.6256552
Castle Rock,28558.0,0.560659281275331,36.4,39.3722121,-104.8560902
Castro Valley,43448.0,8.20425702008594,40.2,37.6955029,-122.0738678
Cathedral City,52534.0,3.2617232617232617,34.8,33.7805388,-116.4668036
Cave Creek,27396.0,0.992685475444096,46.0,33.8333716,-111.9507042
Cayey,51116.0,0.7436452136289886,38.6,18.1119051,-66.166
Cañon City,30211.0,0.5181906509770053,43.2,38.4494063,-105.2253316
Cedar Falls,42766.0,0.3031234898739182,27.8,42.5348993,-92.4453161
Cedar Hill,46818.0,0.3047471885998798,34.6,32.5884689,-96.9561152
Cedar Park,70764.0,0.7342229473806887,34.9,30.505198,-97.8202888
Cedar Rapids,78716.0,1.5267602480026798,33.7,41.9778795,-91.6656232
Cedartown,25373.0,0.4626640843554982,35.3,34.0112715,-85.25658229999999
Center Point,46911.0,0.31386395959001523,32.7,43.205445,-71.537572
Centerville,52929.0,0.5502731861230374,47.6,39.6283928,-84.15938179999999
Central Islip,37181.0,4.88477673696914,32.8,40.7906538,-73.20178109999999
Central LA,284679.0,17.61600187713402,35.21666666666667,34.0686748,-118.3228165
Central Oklahoma City,57611.0,0.8622381547482506,35.0,35.4829357,-97.54638849999999
Central Point,28282.0,1.4090520922288643,42.5,42.3759586,-122.9164307
Central Southwest,33820.0,5.094456488076804,30.9,29.6282415,-95.4307937
Centreville,29932.0,4.601498436670403,32.3,38.8403909,-77.42887689999999
Ceres,42470.0,1.4621541564252851,31.7,36.4772614,-97.2825457
Chambersburg,55856.0,0.17371641931167095,40.25,39.9375911,-77.6611022
Champaign,66849.0,8.027145951363403,28.35,40.1164204,-88.2433829
Chandler,264978.0,1.0161718250012055,38.65,33.3061605,-111.8412502
Channelview,30475.0,0.7406227602134268,29.2,29.7760599,-95.11465330000001
Chapel Hill,71266.0,9.132475671389669,28.2,35.9131996,-79.0558445
Charleston,159459.0,1.628536251698406,36.96,32.7764749,-79.93105120000001
Charlotte,739230.0,3.9777137666868647,34.38823529411765,35.2270869,-80.8431267
Charlottesville,32396.0,3.5147247119078107,40.6,38.0293059,-78.47667810000002
Chaska,25954.0,2.0325203252032518,35.6,44.7893446,-93.60183889999999
Chatsworth,71280.0,1.7867992267329469,39.85,34.2506356,-118.61481
Chattanooga,47397.0,0.4685826490539093,41.2,35.0456297,-85.3096801
Cheektowaga,73014.0,8.354964865436624,36.3,42.9071477,-78.7542892
Chelsea,62901.0,12.832678025309287,37.1,36.5402086,-95.439145
Cherry Hill,30574.0,8.297673174645627,44.0,39.926813,-75.0246312
Chesapeake,186931.0,0.34417661159134905,37.05,36.7682088,-76.2874927
Cheshire,29233.0,1.315511783327471,43.0,41.5083668,-72.9106202
Chester,34048.0,0.22158342316445084,38.4,37.9136628,-89.82205049999999
Chesterbrook,32659.0,7.614526173006967,40.2,34.0947745,-80.858887
Chesterfield,32647.0,0.14794723215386513,37.4,37.3673217,-77.6077865
Cheyenne,32664.0,0.4763340367802231,43.2,41.1399814,-104.8202462
Chicago,2309901.0,26.096482373554306,34.290000000000006,41.8781136,-87.6297982
Chicago Heights,58923.0,6.708440840398081,32.8,41.506146,-87.6355995
Chico,74357.0,1.7867328526207815,29.6,37.726635,-97.4657
Chicopee,30593.0,1.058091286307054,43.0,42.1487043,-72.6078672
Chillicothe,56910.0,0.3970393608156463,40.2,39.3331197,-82.9824019
Chino Hills,76187.0,1.5918041364875657,37.1,33.9898188,-117.7325848
Chiriaco Summit,63915.0,1.6752094011751468,31.4,33.6608533,-115.7213795
Choctaw Beach,31221.0,0.2582781456953642,42.2,30.4713089,-86.3432794
Christiana,52515.0,3.709813409582463,33.5,39.6799696,-75.6571802
Chula Vista,231452.0,2.567263262402122,33.25,32.6400541,-117.0841955
Cidra,38424.0,0.985588868643366,37.2,18.1757914,-66.1612779
Cincinnati,137777.0,2.6649419582853797,38.025,39.1031182,-84.5120196
Citrus Heights,85046.0,2.0696583316714707,37.7,38.7071247,-121.2810611
City of Industry,159885.0,3.089463558210842,35.93333333333333,34.0197335,-117.9586754
City of Orange,30202.0,23.170931758530184,34.1,33.7879139,-117.8531007
Claremont,36484.0,3.90685142417244,39.8,34.0966764,-117.7197785
Claremore,27807.0,0.08252867871585376,39.8,36.3125963,-95.61609
Clarksville,160386.0,0.9353746883286066,31.23333333333333,36.5297706,-87.3594528
Clayton,39804.0,0.21576596919062674,36.1,39.212827,-94.597036
Clear Lake City,25760.0,0.9436834094368342,40.3,29.58573599999999,-95.1327829
Clearfield,63074.0,1.9381472152253008,28.6,41.1107771,-112.0260538
Clearwater,25459.0,1.1907888976446896,49.9,27.9658533,-82.8001026
Clemmons,25703.0,0.0966183574879227,44.0,36.0215258,-80.3819984
Clermont,54626.0,0.6139415902792582,41.0,28.5494447,-81.77285429999999
