Zipcode,Population,Median Age,Transportation (total),Public Transportation,Public Transportation Rate,City,State,Lat,Lng
11358,37634.0,42.3,17549.0,6073.0,34.6059604535871,Flushing,Queens County,40.76074300000001,-73.7977928
02135,36486.0,29.3,20570.0,7083.0,34.433641225085076,Boston,US,42.3463503,-71.1626756
22201,34427.0,31.3,25111.0,8481.0,33.77404324797897,Arlington,VA,38.8845126,-77.0938583
94115,34556.0,37.6,19470.0,6502.0,33.3949666153056,San Francisco,CA,37.7877522,-122.4382307
94118,40102.0,37.9,22089.0,7364.0,33.33786047353887,San Francisco,CA,37.7822891,-122.463708
60610,38482.0,33.7,23686.0,7876.0,33.25170987080976,Chicago,IL,41.9003099,-87.63338710000001
20910,39689.0,35.5,24783.0,8232.0,33.216317637089944,Silver Spring,MD,39.0041504,-77.03917539999999
10583,39510.0,43.0,17602.0,5778.0,32.82581524826724,Scarsdale,NY,40.99263819999999,-73.78308609999999
19144,41549.0,35.8,14633.0,4771.0,32.604387343675256,Philadelphia,PA,40.0358382,-75.174734
19145,47498.0,35.6,19251.0,6276.0,32.60090384915069,Philadelphia,PA,39.908085,-75.1953934
60624,39706.0,27.8,9341.0,2991.0,32.02012632480462,Chicago,IL,41.8822489,-87.7221872
07103,31737.0,29.5,9671.0,3093.0,31.982214869196568,Newark,NJ,40.7383636,-74.197388
94121,42043.0,42.3,22233.0,7095.0,31.912022669005534,San Francisco,CA,37.7813454,-122.497668
10465,46360.0,39.3,19939.0,6354.0,31.867194944580973,The Bronx,NY,40.8262186,-73.8242621
60636,40164.0,32.8,10631.0,3375.0,31.746778289906874,South Side,Cook County,41.7719816,-87.6729074
60653,31038.0,35.9,10650.0,3354.0,31.492957746478872,Chicago,IL,41.820267,-87.603826
10705,39817.0,33.6,16481.0,5100.0,30.944724227898792,Yonkers,US,40.9180569,-73.8977693
19131,43493.0,35.8,14976.0,4604.0,30.742521367521366,West Philadelphia,Philadelphia County,39.9915379,-75.21873459999999
60637,48851.0,30.7,15495.0,4752.0,30.667957405614715,Chicago,IL,41.7805099,-87.603826
21217,40614.0,32.6,13205.0,4034.0,30.54903445664521,Baltimore,US,39.3056685,-76.6354952
11361,30352.0,41.1,14642.0,4405.0,30.08468788416883,Flushing,Queens County,40.7622954,-73.7742616
20782,33480.0,31.9,18129.0,5406.0,29.81962601356942,UNIVERSITY PA,MD,38.9732233,-76.94702199999999
94134,40343.0,40.0,18879.0,5626.0,29.80030721966206,San Francisco,CA,37.7202042,-122.4099154
11364,34902.0,43.4,16169.0,4808.0,29.735914404106623,Flushing,Queens County,40.7469886,-73.7536695
90029,40161.0,35.5,19525.0,5781.0,29.60819462227913,Los Angeles,CA,34.0880507,-118.2965121
60612,35598.0,30.8,13819.0,4073.0,29.47391272885158,Chicago,IL,41.8816606,-87.6926257
20743,38788.0,36.7,17396.0,5068.0,29.133134053805474,FAIRMOUNT HGT,MD,38.8845491,-76.88939069999999
94132,31926.0,34.9,14736.0,4267.0,28.956297502714442,San Francisco,CA,37.7181398,-122.4863492
02139,35783.0,29.7,21009.0,5999.0,28.55442905421486,Cambridge,MA,42.36475590000001,-71.1032591
94116,45552.0,43.1,22814.0,6434.0,28.201981239589724,San Francisco,CA,37.7432421,-122.497668
19146,36596.0,32.9,18579.0,5200.0,27.9885892674525,Philadelphia,PA,39.9396284,-75.18663959999999
22314,30353.0,39.5,20094.0,5593.0,27.834179357021995,Alexandria,US,38.7999723,-77.0506896
08401,39521.0,37.0,14686.0,4065.0,27.67942257932725,Atlantic City,NJ,39.36851960000001,-74.4408385
20016,34371.0,37.9,16803.0,4566.0,27.173718978753794,Washington,US,38.9374808,-77.0852258
02131,31733.0,37.7,16020.0,4340.0,27.091136079900124,Boston,MA,42.2832142,-71.1270268
11050,30583.0,42.8,13534.0,3660.0,27.04300280774346,Port Washington,Nassau County,40.84700100000001,-73.69482339999999
00915,30642.0,38.0,9500.0,2547.0,26.810526315789474,San Juan,PR,18.437837,-66.0493273
07107,37842.0,30.4,14442.0,3860.0,26.72760005539399,Newark,NJ,40.7663804,-74.18564719999999
94124,35201.0,34.4,14739.0,3909.0,26.52147364135966,San Francisco,CA,37.7304167,-122.384425
20852,44596.0,38.3,25155.0,6645.0,26.416219439475253,Rockville,Montgomery County,39.0542102,-77.1197521
07106,30723.0,32.9,11827.0,3021.0,25.543248499196753,Newark,NJ,40.7432865,-74.2326058
19147,36580.0,34.2,21771.0,5543.0,25.46047494373249,Philadelphia,PA,39.9350642,-75.1516194
02150,37074.0,31.5,17671.0,4477.0,25.33529511629223,Chelsea,MA,42.4000656,-71.0319478
10550,37421.0,33.3,15651.0,3938.0,25.16133154431027,Mount Vernon,NY,40.9087956,-73.83308439999999
60616,49914.0,36.1,24417.0,6139.0,25.142318876192817,Chicago,IL,41.8403395,-87.6137011
98122,34054.0,31.4,21093.0,5288.0,25.069928412269473,Seattle,WA,47.6087583,-122.2964235
10309,33382.0,38.6,14642.0,3654.0,24.955607157492146,Staten Island,NY,40.5265593,-74.22380199999999
11357,40588.0,44.8,17390.0,4330.0,24.89936745255894,Flushing,Queens County,40.7850656,-73.8124984
20748,38525.0,38.1,18966.0,4710.0,24.833913318570072,Hillcrest Heights,MD,38.8178384,-76.9354979
20785,35901.0,34.3,17326.0,4196.0,24.217938358536305,Landover,MD,38.9140455,-76.8778612
19082,40251.0,32.7,17247.0,4146.0,24.038963297964862,Kirklyn,US,39.9573936,-75.2654063
02149,42717.0,35.6,22040.0,5255.0,23.843012704174228,Everett,US,42.4041313,-71.0557196
98105,44981.0,23.0,22477.0,5332.0,23.72202696089336,Seattle,WA,47.6614244,-122.2683743
07017,35320.0,38.7,14433.0,3382.0,23.432411833991548,East Orange,NJ,40.77254850000001,-74.21206289999999
60302,32137.0,40.1,16507.0,3858.0,23.371902829102805,Oak Park,Cook County,41.89332539999999,-87.7812524
94014,48536.0,36.6,25082.0,5825.0,23.223825851208037,Colma,CA,37.6904558,-122.4523855
07050,30202.0,34.1,12192.0,2825.0,23.170931758530184,City of Orange,NJ,40.7680056,-74.2326058
60202,32560.0,38.1,16835.0,3887.0,23.08880308880309,Evanston,IL,42.0301291,-87.68276759999999
20745,30260.0,35.3,14480.0,3338.0,23.052486187845304,Forest Heights,Prince George's County,38.80378049999999,-76.99310740000001
10704,31198.0,41.0,14791.0,3279.0,22.16888648502468,Yonkers,NY,40.9199758,-73.859549
90020,39102.0,35.4,20795.0,4588.0,22.06299591247896,Central LA,Los Angeles County,34.0655627,-118.3096648
15221,31046.0,41.8,14075.0,3071.0,21.818827708703374,Pittsburgh,PA,40.4368825,-79.85768279999999
07024,36020.0,44.7,16736.0,3639.0,21.743546845124282,Fort Lee,NJ,40.8562383,-73.96537150000002
30311,36381.0,36.2,12012.0,2608.0,21.71162171162171,Atlanta,GA,33.7234034,-84.47501369999999
11580,41525.0,39.6,19797.0,4265.0,21.54366823256049,Valley Stream,Nassau County,40.67103789999999,-73.706594
21218,49259.0,33.5,20426.0,4371.0,21.399197101733087,Baltimore,US,39.3322127,-76.6008334
98103,47559.0,34.0,31572.0,6739.0,21.34486253642468,Seattle,WA,47.6600087,-122.3425575
10801,41265.0,35.4,19314.0,4108.0,21.269545407476443,New Rochelle,NY,40.9196897,-73.7889689
20747,37597.0,36.5,19031.0,4011.0,21.076138931217486,District Heights,MD,38.853725,-76.88939069999999
02138,36937.0,28.3,18467.0,3889.0,21.059186657280556,Cambridge,MA,42.3803274,-71.13891009999999
20815,30533.0,45.4,15054.0,3164.0,21.017669722332936,MARTINS ADD,MD,38.9875145,-77.0737149
60611,30648.0,37.6,18694.0,3804.0,20.348775008023964,Chicago,IL,41.8925085,-87.61616959999999
94606,37001.0,35.2,16374.0,3325.0,20.306583608159276,Oakland,CA,37.7944092,-122.2455364
02136,30207.0,36.5,14813.0,3000.0,20.25248092891379,Boston,US,42.2527785,-71.1299976
60645,46290.0,35.7,19311.0,3906.0,20.226813733105484,Chicago,IL,42.0105286,-87.6926257
60201,42722.0,30.7,18718.0,3785.0,20.221177476226092,Evanston,IL,42.060011,-87.6926257
94601,49990.0,32.4,20607.0,4158.0,20.177609550152862,Oakland,CA,37.7729273,-122.2143323
98125,37560.0,37.8,20009.0,4011.0,20.04597930931081,Seattle,WA,47.7170204,-122.3009337
33127,30174.0,34.5,10265.0,2053.0,20.0,Miami,FL,25.8105183,-80.2042436
20783,49006.0,31.5,27255.0,5369.0,19.69913777288571,Adelphi,MD,38.9963501,-76.97006689999999
11003,44907.0,37.3,22485.0,4401.0,19.573048699132755,Floral Park,US,40.7006866,-73.706594
11561,37599.0,43.5,20403.0,3912.0,19.173650933686222,E ATLANTC BCH,NY,40.5895272,-73.6389038
30344,32963.0,35.2,13243.0,2511.0,18.960960507437893,East Point,GA,33.6832181,-84.44877199999999
07601,43903.0,39.1,22313.0,4194.0,18.796217451709765,Hackensack,NJ,40.8876273,-74.04763779999999
61801,31300.0,22.8,15047.0,2812.0,18.68811058682794,Urbana,IL,40.1059233,-88.2120315
98115,48558.0,37.8,27699.0,5159.0,18.625221127116504,Seattle,WA,47.6849444,-122.2982224
22304,46993.0,35.1,29218.0,5363.0,18.355123553973577,Alexandria,US,38.8167099,-77.10824439999999
30315,34159.0,34.1,10421.0,1895.0,18.18443527492563,Atlanta,US,33.7026678,-84.38574419999999
20901,36308.0,36.4,19311.0,3510.0,18.176169022836724,Takoma Park,MD,39.0207668,-77.004626
90033,48567.0,29.0,17627.0,3194.0,18.119929653372665,Los Angeles,CA,34.0502898,-118.2117257
19135,31886.0,33.9,13178.0,2351.0,17.840339960540295,Philadelphia,PA,40.0203813,-75.0552739
07666,40261.0,39.0,19247.0,3432.0,17.831350340312778,Teaneck,NJ,40.8924932,-74.0123851
11510,33430.0,39.8,16073.0,2852.0,17.74404280470354,Baldwin,Nassau County,40.6260153,-73.6006342
90062,32675.0,33.0,12716.0,2253.0,17.717835797420573,South Los Angeles,Los Angeles County,34.0031792,-118.3082034
90007,43779.0,24.0,16840.0,2973.0,17.65439429928741,Dockweiler,Los Angeles County,34.0295114,-118.2848199
90018,48852.0,33.9,19874.0,3487.0,17.54553688235886,Los Angeles,CA,34.0309972,-118.319894
08820,39679.0,41.6,19051.0,3326.0,17.458401133798752,Edison,NJ,40.57575629999999,-74.3548452
98118,44440.0,37.7,20384.0,3548.0,17.40580847723705,Seattle,WA,47.5412021,-122.2675626
11040,40799.0,44.1,19238.0,3325.0,17.283501403472293,GARDEN CITY P,US,40.7466623,-73.6830521
55408,30883.0,29.5,19939.0,3442.0,17.262651085811726,Minneapolis,MN,44.9479791,-93.2935778
21229,46669.0,35.8,19887.0,3358.0,16.88540252426208,Baltimore,US,39.2817753,-76.69324379999999
20850,46711.0,40.3,24980.0,4195.0,16.793434747798237,Rockville,MD,39.0839994,-77.1527813
30032,48419.0,36.3,17208.0,2885.0,16.765457926545793,Decatur,GA,33.7414395,-84.25948609999999
94611,37225.0,43.2,20028.0,3340.0,16.676652686239265,Piedmont,US,37.8336281,-122.2029832
07501,33225.0,30.6,10028.0,1670.0,16.65337056242521,Paterson,NJ,40.9111613,-74.1621634
20886,34337.0,34.5,18244.0,3024.0,16.575312431484324,Gaithersburg,MD,39.186097,-77.20027449999999
98133,46227.0,38.7,23859.0,3932.0,16.48015423949034,Seattle,WA,47.7393027,-122.3435335
19013,35589.0,31.5,11598.0,1911.0,16.476978789446456,UPPR CHICHSTR,PA,39.8400941,-75.37036619999999
07003,47624.0,37.9,24316.0,3993.0,16.42128639578878,Bloomfield,NJ,40.7989068,-74.1885825
10573,38656.0,37.7,19921.0,3254.0,16.33452135936951,Port Chester,NY,41.0125894,-73.6830521
20774,44182.0,39.3,23337.0,3801.0,16.287440545057205,UPR MARLBORO,MD,38.8682133,-76.79135579999999
11566,33791.0,43.6,16708.0,2692.0,16.112042135503952,Merrick,Nassau County,40.6488134,-73.5535234
33135,35559.0,43.6,14863.0,2369.0,15.938908699455023,Miami,FL,25.7686714,-80.2349196
06106,38323.0,29.9,14298.0,2274.0,15.90432228283676,Hartford,CT,41.743111,-72.70380469999999
33141,37463.0,41.0,19996.0,3154.0,15.773154630926186,Miami Beach,FL,25.8535635,-80.1484407
21239,31455.0,35.1,14464.0,2278.0,15.749446902654867,Baltimore,US,39.3614334,-76.5892774
98117,31778.0,39.9,18579.0,2919.0,15.711286936864202,Seattle,WA,47.6913332,-122.382432
01902,46119.0,31.7,19989.0,3125.0,15.63359847916354,Lynn,MA,42.4719938,-70.9398192
20877,36816.0,33.4,18260.0,2844.0,15.575027382256298,MONTGOMRY VLG,Montgomery County,39.1438746,-77.1887747
19136,34873.0,36.1,12888.0,2003.0,15.541589075108629,Philadelphia,PA,40.035837,-75.0202247
14215,39786.0,31.3,14181.0,2178.0,15.358578379521896,Cheektowaga,NY,42.93975529999999,-78.8099472
07090,30735.0,40.8,14334.0,2199.0,15.341146923398911,Westfield,NJ,40.6519674,-74.3411515
02472,32943.0,38.5,19516.0,2963.0,15.18241442918631,Watertown,MA,42.3653524,-71.1843543
07052,46661.0,40.7,23127.0,3508.0,15.168417866562892,West Orange,NJ,40.8029914,-74.2531465
20735,38237.0,41.5,19163.0,2895.0,15.10723790638209,Clinton,MD,38.7579835,-76.90668289999999
19128,37152.0,34.0,19574.0,2951.0,15.076121385511392,Philadelphia,US,40.0532987,-75.23040379999999
60659,38788.0,33.9,17900.0,2692.0,15.039106145251397,Chicago,IL,41.9909198,-87.70248169999999
90023,45886.0,30.2,17753.0,2665.0,15.011547344110854,Los Angeles,CA,34.0224471,-118.2000277
89119,46684.0,34.2,22185.0,3328.0,15.001126887536623,Las Vegas,NV,36.0765176,-115.1533426
55407,38596.0,32.1,19177.0,2875.0,14.991917401053346,Minneapolis,MN,44.9398026,-93.2533339
22312,31364.0,34.3,17595.0,2627.0,14.930377948280762,Alexandria,US,38.8218452,-77.15426839999999
22031,31681.0,35.3,18325.0,2718.0,14.832196452933152,Fairfax,US,38.864187,-77.2577571
97233,41571.0,31.3,17008.0,2518.0,14.804797742238947,Portland,OR,45.5143706,-122.5045791
94621,32269.0,28.0,10971.0,1624.0,14.80266156230061,Oakland,CA,37.7347438,-122.2143323
11520,43632.0,37.7,20448.0,2986.0,14.602895148669797,Freeport,Nassau County,40.6440775,-73.5888575
94804,40941.0,35.1,18316.0,2657.0,14.506442454684429,Richmond,US,37.9158152,-122.3390936
21225,33091.0,34.3,12874.0,1855.0,14.408886127077832,Brooklyn Park,US,39.2213396,-76.6123884
97202,39901.0,35.8,21838.0,3111.0,14.245810055865922,Southeast Portland,Multnomah County,45.4807521,-122.6427372
94605,43168.0,37.7,16835.0,2384.0,14.160974160974162,Oakland,CA,37.7554905,-122.1462193
63136,46686.0,33.4,16417.0,2318.0,14.119510263750989,St. Louis,US,38.7470186,-90.2526163
07208,32173.0,34.8,15375.0,2159.0,14.042276422764228,Elizabeth,NJ,40.6723782,-74.2208673
20853,30073.0,41.9,15261.0,2138.0,14.009566869798833,Rockville,MD,39.1028683,-77.0967357
90031,39333.0,35.3,16126.0,2258.0,14.002232419694902,Lincoln Heights,Los Angeles County,34.081032,-118.2117257
53212,31138.0,30.0,13412.0,1859.0,13.860721741723829,Milwaukee,WI,43.0732715,-87.9089623
90008,33012.0,41.5,12659.0,1753.0,13.84785528082787,Baldwin Hills,CA,34.0083231,-118.3491169
33162,47280.0,34.5,20089.0,2776.0,13.818507640997561,North Miami Beach,FL,25.9260794,-80.1819268
22309,33728.0,36.3,17757.0,2453.0,13.814270428563383,Alexandria,VA,38.7240446,-77.10824439999999
10562,31453.0,38.4,15783.0,2178.0,13.799657859722487,Ossining,NY,41.1795084,-73.8536683
22306,33241.0,33.9,17072.0,2351.0,13.771087160262418,Alexandria,VA,38.75816640000001,-77.09098089999999
94523,34428.0,40.6,16549.0,2278.0,13.765182186234817,Concord,CA,37.9448915,-122.0723816
44105,38741.0,35.5,11879.0,1623.0,13.662766226113309,Garfield Heights,OH,41.451118,-81.6309078
06604,30095.0,30.2,12104.0,1643.0,13.574025115664243,Bridgeport,CT,41.1865502,-73.195196
02184,36543.0,40.7,18376.0,2473.0,13.457771005659556,Braintree,MA,42.2020445,-71.014118
20706,38682.0,36.4,18381.0,2472.0,13.448669822098907,Glenarden,MD,38.9627306,-76.854799
96826,31346.0,39.9,17165.0,2281.0,13.288668802796389,Honolulu,HI,21.2877723,-157.8241911
19152,34684.0,40.6,14924.0,1971.0,13.206915036183329,Philadelphia,PA,40.0618676,-75.0465123
07032,41538.0,36.7,19545.0,2574.0,13.169608595548734,Kearny,US,40.7593718,-74.1181234
07410,32962.0,41.6,16602.0,2175.0,13.100831225153597,Fair Lawn,NJ,40.9370006,-74.1181234
90016,47786.0,35.2,21779.0,2850.0,13.086000275494742,Los Angeles,CA,34.0255188,-118.3520389
60652,42337.0,35.4,18447.0,2411.0,13.069875860573536,South Side,Cook County,41.7429283,-87.7123355
55406,32976.0,38.2,19176.0,2487.0,12.969336670838548,Minneapolis,MN,44.9406559,-93.22317269999999
48105,34189.0,31.6,16310.0,2109.0,12.93071735131821,Ann Arbor,MI,42.3295957,-83.7092861
97213,30597.0,38.8,17286.0,2230.0,12.900613213004744,Northeast Portland,Multnomah County,45.5352835,-122.6037536
44102,42793.0,34.0,16400.0,2089.0,12.737804878048781,Cleveland,OH,41.4789363,-81.7404134
91601,38781.0,32.5,20974.0,2645.0,12.610851530466292,Toluca Terrace,Los Angeles County,34.1658804,-118.3637264
08816,46670.0,42.4,22547.0,2842.0,12.604781123874574,East Brunswick,NJ,40.4333407,-74.41152459999999
11710,35151.0,42.1,16953.0,2122.0,12.516958650386362,Bellmore,Nassau County,40.6651384,-73.52996399999999
89101,43261.0,33.1,13525.0,1692.0,12.510166358595194,Las Vegas,NV,36.1697096,-115.1236952
94578,38629.0,34.2,17128.0,2139.0,12.488323213451658,San Leandro,CA,37.7050703,-122.1235054
07202,42171.0,33.6,19069.0,2371.0,12.433793067281975,Elizabeth,NJ,40.6517521,-74.21499779999999
08540,48300.0,38.1,23491.0,2909.0,12.383466008258482,Princeton,US,40.3815302,-74.651754
01970,42151.0,36.9,21707.0,2675.0,12.323213709863177,Salem,MA,42.5235097,-70.89523369999999
98168,33604.0,35.2,15214.0,1872.0,12.30445642171684,Seattle,WA,47.4886652,-122.295521
11743,43533.0,44.4,21045.0,2572.0,12.221430268472322,Huntington,Suffolk County,40.8786991,-73.4062342
34266,30946.0,36.1,11070.0,1352.0,12.213188798554652,Arcadia,US,27.170058,-81.8224362
80010,43999.0,28.3,17925.0,2188.0,12.206415620641563,Aurora,US,39.7393313,-104.8629746
44120,35768.0,40.5,13705.0,1660.0,12.112367748996716,Cleveland,OH,41.4769163,-81.57609450000001
70119,36654.0,34.9,16110.0,1937.0,12.023587833643699,New Orleans,LA,29.9798109,-90.07934879999999
11793,32710.0,43.3,15757.0,1889.0,11.988322650250682,Wantagh,Nassau County,40.6814503,-73.506402
06824,35030.0,38.1,15433.0,1844.0,11.94842221214281,Fairfield,CT,41.1948222,-73.28833
07747,30709.0,41.7,15531.0,1852.0,11.924538020732728,Aberdeen Township,US,40.4031697,-74.22967129999999
94901,42027.0,39.8,21490.0,2539.0,11.814797580269893,San Rafael,CA,37.9650627,-122.503327
27514,32295.0,24.4,14388.0,1629.0,11.321934945788156,Chapel Hill,NC,35.9722081,-79.04755589999999
02909,43344.0,29.4,16886.0,1911.0,11.317067393106715,Providence,RI,41.8131441,-71.4596201
60525,31675.0,43.2,13937.0,1576.0,11.308028987586999,IND HEAD PARK,Cook County,41.79061129999999,-87.86479609999999
90802,38816.0,36.0,21790.0,2464.0,11.307939421753098,Long Beach,CA,33.7415317,-118.1941785
94010,42223.0,42.0,20102.0,2273.0,11.307332603721022,Hillsborough,CA,37.5685247,-122.367428
97217,31708.0,37.0,17221.0,1944.0,11.288543057894431,Portland,OR,45.59087340000001,-122.6931698
80204,31133.0,31.0,13818.0,1557.0,11.267911419887104,Denver,CO,39.7380371,-105.0265195
55418,30550.0,35.2,17174.0,1927.0,11.220449516711307,Saint ANTHNY VLG,MN,45.0196219,-93.2355522
